NP_001229788.1	65583dd2533822c258de577a52fce362	355	Pfam	PF00069	Protein kinase domain	48	302	2.1E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229789.1	79a41b0e2a4cd8772af4f13e4bc1f063	357	Pfam	PF00069	Protein kinase domain	50	304	2.2E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229790.1	ffc34546d40135816b7a458c94dc9c51	321	Pfam	PF00069	Protein kinase domain	83	268	3.0E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229791.1	34b4b962139be0ee0387ff25464040af	338	Pfam	PF00069	Protein kinase domain	31	285	1.8E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229803.1	d96a9b4d8c5e760bca1e39c66c3efc62	488	Pfam	PF00069	Protein kinase domain	150	412	3.6E-62	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229803.1	d96a9b4d8c5e760bca1e39c66c3efc62	488	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	27	78	1.4E-12	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001229803.1	d96a9b4d8c5e760bca1e39c66c3efc62	488	Pfam	PF00433	Protein kinase C terminal domain	436	476	1.6E-5	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001229956.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00169	PH domain	4	44	0.0072	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001229956.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00069	Protein kinase domain	92	347	1.6E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229956.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00433	Protein kinase C terminal domain	368	413	2.9E-6	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001229957.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00069	Protein kinase domain	92	347	1.6E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001229957.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00433	Protein kinase C terminal domain	368	413	2.9E-6	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001229957.1	1d6e8997814d74ef0297600eaab07478	419	Pfam	PF00169	PH domain	4	44	0.0072	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF00612	IQ calmodulin-binding motif	5831	5850	1.3	T	14-10-2025	IPR000048	IQ motif, EF-hand binding site	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4320	4402	4.5E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	245	328	2.4E-13	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	5025	5100	4.5E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4144	4226	1.2E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2185	2269	0.0065	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2101	2171	1.1E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3615	3698	1.0E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	6971	7055	4.6E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2989	3055	0.0057	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1542	1609	6.6E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2365	2447	0.009	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2900	2982	2.9E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3258	3338	1.1E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	7065	7156	8.6E-13	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1634	1700	3.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	335	405	2.7E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4937	5008	1.4E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2631	2711	2.9E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	8420	8505	3.8E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2009	2075	7.9E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3167	3238	0.019	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3880	3959	0.0026	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	898	965	1.5E-9	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3077	3153	1.8E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3792	3874	5.7E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4232	4314	1.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3526	3599	2.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4408	4490	2.9E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	6328	6423	4.8E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	6217	6307	2.7E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3704	3778	3.6E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	5209	5293	0.011	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1450	1516	2.2E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1818	1884	3.8E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	5855	5945	1.8E-12	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3435	3509	0.011	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	809	872	0.0081	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1174	1240	4.8E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4056	4127	1.0E-4	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1358	1424	1.2E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	990	1056	2.1E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	7314	7403	1.6E-16	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	110	201	3.5E-15	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3968	4039	1.3E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4847	4931	3.4E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	3347	3425	1.4E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1082	1149	5.0E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4672	4751	5.2E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	5587	5653	0.0022	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	5118	5201	0.0016	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	734	779	0.052	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4584	4666	2.7E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4760	4842	1.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2275	2353	1.8E-7	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1266	1332	2.4E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1917	1983	5.0E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	4496	4577	2.4E-6	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2722	2793	4.5E-5	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	6083	6173	4.7E-19	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	1725	1793	8.2E-10	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	10	99	3.6E-20	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF07679	Immunoglobulin I-set domain	2542	2625	1.8E-8	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF00041	Fibronectin type III domain	5481	5564	4.0E-7	T	14-10-2025	IPR003961	Fibronectin type III	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF22697	SOS1/NGEF-like PH domain	6847	6957	1.5E-22	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF00069	Protein kinase domain	8632	8879	3.1E-36	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF00069	Protein kinase domain	7425	7678	1.0E-60	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001258152.2	3c0625468f914b331daef2a8b756deb4	8923	Pfam	PF00621	RhoGEF domain	6654	6828	1.5E-15	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_001258971.1	31332f5217da283b540347484b6549ec	502	Pfam	PF00433	Protein kinase C terminal domain	350	390	1.2E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001258971.1	31332f5217da283b540347484b6549ec	502	Pfam	PF00069	Protein kinase domain	108	329	2.3E-58	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001258972.1	9e51265e285331c89b028ec323ea75bb	451	Pfam	PF00433	Protein kinase C terminal domain	373	413	1.0E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001258972.1	9e51265e285331c89b028ec323ea75bb	451	Pfam	PF00069	Protein kinase domain	91	352	1.9E-67	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001258973.1	eaf5a0d9f963ebefbee4c43583beb3f5	472	Pfam	PF00069	Protein kinase domain	38	299	2.1E-67	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001258973.1	eaf5a0d9f963ebefbee4c43583beb3f5	472	Pfam	PF00433	Protein kinase C terminal domain	320	360	1.1E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001258989.1	4d3fabe616fdc5043b78f34098848b93	502	Pfam	PF00433	Protein kinase C terminal domain	350	390	1.2E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001258989.1	4d3fabe616fdc5043b78f34098848b93	502	Pfam	PF00069	Protein kinase domain	68	329	2.5E-67	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001269573.1	202c3231634a9b61dc3fc002b8cf9ed1	670	Pfam	PF00433	Protein kinase C terminal domain	619	660	8.9E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001269573.1	202c3231634a9b61dc3fc002b8cf9ed1	670	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	196	247	7.5E-16	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001269573.1	202c3231634a9b61dc3fc002b8cf9ed1	670	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	124	174	1.6E-12	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001269573.1	202c3231634a9b61dc3fc002b8cf9ed1	670	Pfam	PF21494	Protein kinase C delta/epsilon/eta/theta, C2 domain	2	77	1.4E-31	T	14-10-2025	-	-	-	-
NP_001269573.1	202c3231634a9b61dc3fc002b8cf9ed1	670	Pfam	PF00069	Protein kinase domain	346	598	2.3E-61	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001269574.1	8c02b0a45be876e41efb09ce58f3a67e	581	Pfam	PF00069	Protein kinase domain	257	509	1.7E-61	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001269574.1	8c02b0a45be876e41efb09ce58f3a67e	581	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	35	85	1.3E-12	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001269574.1	8c02b0a45be876e41efb09ce58f3a67e	581	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	107	158	6.2E-16	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001269574.1	8c02b0a45be876e41efb09ce58f3a67e	581	Pfam	PF00433	Protein kinase C terminal domain	530	571	7.5E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001274273.1	72b65daadb25922cb07b9194521df993	693	Pfam	PF00018	SH3 domain	254	300	1.4E-13	T	14-10-2025	IPR001452	SH3 domain	-	-
NP_001274273.1	72b65daadb25922cb07b9194521df993	693	Pfam	PF00169	PH domain	39	167	3.9E-9	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001274273.1	72b65daadb25922cb07b9194521df993	693	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	436	684	3.8E-94	T	14-10-2025	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
NP_001274273.1	72b65daadb25922cb07b9194521df993	693	Pfam	PF00017	SH2 domain	315	396	3.9E-18	T	14-10-2025	IPR000980	SH2 domain	-	-
NP_001274273.1	72b65daadb25922cb07b9194521df993	693	Pfam	PF00779	BTK motif	175	201	9.7E-10	T	14-10-2025	IPR001562	Zinc finger, Btk motif	-	-
NP_001274274.1	61dd6dd9bf52d71c01e823a2438ddaaf	483	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	346	474	4.8E-45	T	14-10-2025	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
NP_001274274.1	61dd6dd9bf52d71c01e823a2438ddaaf	483	Pfam	PF00169	PH domain	5	133	2.1E-9	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001274274.1	61dd6dd9bf52d71c01e823a2438ddaaf	483	Pfam	PF00779	BTK motif	141	167	6.3E-10	T	14-10-2025	IPR001562	Zinc finger, Btk motif	-	-
NP_001274274.1	61dd6dd9bf52d71c01e823a2438ddaaf	483	Pfam	PF00017	SH2 domain	281	350	1.4E-12	T	14-10-2025	IPR000980	SH2 domain	-	-
NP_001274274.1	61dd6dd9bf52d71c01e823a2438ddaaf	483	Pfam	PF00018	SH3 domain	220	266	8.5E-14	T	14-10-2025	IPR001452	SH3 domain	-	-
NP_001278924.1	d9f230fa3cb69e2bb9f276e2b53d3e79	387	Pfam	PF00433	Protein kinase C terminal domain	332	379	4.5E-6	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001278924.1	d9f230fa3cb69e2bb9f276e2b53d3e79	387	Pfam	PF00069	Protein kinase domain	135	311	1.8E-45	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001285335.1	b53433af73c213cbb05d87c8b9d6744f	1381	Pfam	PF00069	Protein kinase domain	87	349	8.0E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001285335.1	b53433af73c213cbb05d87c8b9d6744f	1381	Pfam	PF25346	MRCK kinase PH domain	1118	1208	3.1E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001285335.1	b53433af73c213cbb05d87c8b9d6744f	1381	Pfam	PF08912	Rho Binding	962	1027	4.0E-11	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
NP_001285336.1	d2e18368df78ad95861bdf1c38a240ae	1374	Pfam	PF00069	Protein kinase domain	87	349	7.9E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001285336.1	d2e18368df78ad95861bdf1c38a240ae	1374	Pfam	PF25346	MRCK kinase PH domain	1135	1217	9.2E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001285336.1	d2e18368df78ad95861bdf1c38a240ae	1374	Pfam	PF08912	Rho Binding	962	1027	3.9E-11	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
NP_001285337.1	926aec15dc9233be5d3bf229565f3b5b	1381	Pfam	PF08912	Rho Binding	953	1018	4.0E-11	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
NP_001285337.1	926aec15dc9233be5d3bf229565f3b5b	1381	Pfam	PF00069	Protein kinase domain	78	340	8.0E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001285337.1	926aec15dc9233be5d3bf229565f3b5b	1381	Pfam	PF25346	MRCK kinase PH domain	1126	1208	9.3E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_001287353.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00069	Protein kinase domain	186	442	4.9E-73	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001287353.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00433	Protein kinase C terminal domain	463	506	7.6E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001287353.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00169	PH domain	26	129	7.9E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001287354.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00069	Protein kinase domain	186	442	4.9E-73	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001287354.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00433	Protein kinase C terminal domain	463	506	7.6E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001287354.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00169	PH domain	26	129	7.9E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_001287731.1	0af92021a4f50be37eca332f0068ba4d	765	Pfam	PF00433	Protein kinase C terminal domain	322	361	0.011	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001287731.1	0af92021a4f50be37eca332f0068ba4d	765	Pfam	PF00069	Protein kinase domain	33	301	7.2E-63	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001287731.1	0af92021a4f50be37eca332f0068ba4d	765	Pfam	PF00069	Protein kinase domain	409	666	7.7E-64	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001291278.1	cb3a6672c156338c6fc908d938f6800c	427	Pfam	PF00069	Protein kinase domain	120	374	5.1E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001292031.1	157cb45739494ead4f9c74c5b405a631	465	Pfam	PF00433	Protein kinase C terminal domain	401	445	0.0022	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001292031.1	157cb45739494ead4f9c74c5b405a631	465	Pfam	PF00069	Protein kinase domain	89	369	5.6E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001303256.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00433	Protein kinase C terminal domain	624	665	1.4E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_001303256.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00069	Protein kinase domain	352	603	2.7E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001303256.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF21494	Protein kinase C delta/epsilon/eta/theta, C2 domain	4	112	2.1E-49	T	14-10-2025	-	-	-	-
NP_001303256.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	231	282	2.0E-16	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001303256.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	159	209	7.9E-12	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_001303258.1	3181af8ee429fc19d7858b27e1cff25e	710	Pfam	PF00069	Protein kinase domain	353	599	7.6E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_001303258.1	3181af8ee429fc19d7858b27e1cff25e	710	Pfam	PF00433	Protein kinase C terminal domain	642	675	1.2E-5	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
