Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
ASM1342620v1	GCA_013426205.1	GCF_013426205.1	Metarhizium brunneum	500148		4556					Annotation submitted by Swansea University	Complete Genome	2020-07-20		7
ASM1342620v1	GCF_013426205.1	GCA_013426205.1	Metarhizium brunneum	500148		4556					Annotation submitted by Swansea University	Complete Genome	2020-07-20		7
ASM74089v1	GCA_000740895.1	GCF_000740895.1	Theileria orientalis strain Shintoku	869250		Shintoku					Annotation submitted by Research Center for Zoonosis Control, Hokkaido University	Chromosome	2012-09-05		4
ASM74089v1	GCF_000740895.1	GCA_000740895.1	Theileria orientalis strain Shintoku	869250		Shintoku					Annotation submitted by NCBI RefSeq	Chromosome	2012-09-05		4
ASM3435926v1	GCA_034359265.1		Canna indica	4628							Annotation submitted by Guizhou University	Complete Genome	2023-12-13		9
ASM2036097v2	GCA_020360975.2		Hirsutella rhossiliensis	111463		HR02					Annotation submitted by The Institute of Vegetables and Flowers CAAS	Complete Genome	2025-12-01	JAIZPD02	7
ASM2327856v1	GCA_023278565.1	GCF_023278565.1	Colletotrichum lupini	145971		IMI 504893					Annotation submitted by University of Western Brittany	Complete Genome	2022-05-09		11
ASM2327856v1	GCF_023278565.1	GCA_023278565.1	Colletotrichum lupini	145971		IMI 504893					Annotation submitted by University of Western Brittany	Complete Genome	2022-05-09		11
ASM3444790v1	GCA_034447905.1	GCF_034447905.1	Colletotrichum destructivum	34406		CBS 520.97					Annotation submitted by INRAE	Complete Genome	2023-12-18		12
ASM3444790v1	GCF_034447905.1	GCA_034447905.1	Colletotrichum destructivum	34406		CBS 520.97					Annotation submitted by INRAE	Complete Genome	2023-12-18		12
ASM2618441v1	GCA_026184415.1		Trichothecium roseum	47278		YXFP-22015					Annotation submitted by National Biopesticide Engineering Technology Research Centre, Hubei Academy of Agricultural Sciences	Complete Genome	2022-11-21	JAOAPZ01	11
ASM5094768v1	GCA_050947685.1		Hanseniaspora vineae	56409		AWRI5769_A2					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJG01	7
ASM2497036v1	GCA_024970365.1		Leishmania guyanensis	5670		M4147					Annotation submitted by University of Missouri	Complete Genome	2022-09-06		35
ASM2320587v1	GCA_023205875.1		Chloropicon primus	1764295		RCC138					Annotation submitted by Illinois Institute of Technology	Complete Genome	2022-05-02		20
MOSE0	GCA_964275055.1		Monosporozyma servazzii	27293							Annotation submitted by Genoscope	Complete Genome	2024-10-10		14
Cfulv_R5_v5	GCA_020509005.2	GCF_020509005.1	Fulvia fulva	5499		Race5_Kim					Annotation submitted by University of California	Complete Genome	2022-01-24		14
Cfulv_R5_v5	GCF_020509005.1	GCA_020509005.2	Fulvia fulva	5499		Race5_Kim					Annotation submitted by University of California	Complete Genome	2022-01-24		14
ASM75516v2	GCA_000755165.2		Leishmania panamensis	5679		MHOM/PA/94/PSC-1					Annotation submitted by INDICASAT-AIP	Complete Genome	2025-06-09		35
CerSpe_IZO01_v1.0	GCA_041154625.1		Prunus speciosa	378228					IZO01		Annotation submitted by National Institute of Genetics	Complete Genome	2024-06-23		8
PCAv2.0	GCA_050084535.1		Prunus campanulata	136465			Lianmeiren				Annotation submitted by Zhejiang Academy of Forestry	Complete Genome	2025-05-01	JBKKFS01	8
ilAmyTran1.1	GCF_032362555.1	GCA_032362555.1	Amyelois transitella	680683					CPQ	female	GCF_032362555.1-RS_2023_11	Complete Genome	2023-10-04	JAMBPN01	32
ASM2310122v1	GCA_023101225.1		Fusarium solani-melongenae	2747967		CRI 24-3					Annotation submitted by Guangdong Academy of Agricultural Sciences	Complete Genome	2022-04-25		12
ApuulaauensisMK2_assembly01	GCA_016861865.1	GCF_016861865.1	Aspergillus puulaauensis	1220207		MK2					Annotation submitted by Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Complete Genome	2021-01-30		8
ApuulaauensisMK2_assembly01	GCF_016861865.1	GCA_016861865.1	Aspergillus puulaauensis	1220207		MK2					Annotation submitted by Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Complete Genome	2021-01-30		8
ASM4210011v1	GCA_042100115.1	GCF_042100115.1	Alternaria dauci	48095		A2016					Annotation submitted by Peking University	Complete Genome	2024-09-24	JBHGVX01	10
ASM4210011v1	GCF_042100115.1	GCA_042100115.1	Alternaria dauci	48095		A2016					Annotation submitted by Peking University	Complete Genome	2024-09-24	JBHGVX01	10
ASM2260516v1	GCA_022605165.1	GCF_022605165.1	Purpureocillium takamizusanense	2060973		PT3					Annotation submitted by Tokyo University of Science	Complete Genome	2022-03-17		14
ASM2260516v1	GCF_022605165.1	GCA_022605165.1	Purpureocillium takamizusanense	2060973		PT3					Annotation submitted by Tokyo University of Science	Complete Genome	2022-03-17		14
ASM773564v1	GCA_007735645.1		Venturia effusa	50376		albino					Annotation submitted by Massey University	Complete Genome	2019-07-31		20
ASM993813v1	GCA_009938135.1		Malassezia furfur	55194					CBS14141		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Complete Genome	2020-01-28		7
ASM3641729v1	GCA_036417295.1	GCF_036417295.1	Cryptococcus decagattii	1859122		7685027					Annotation submitted by Broad Institute	Complete Genome	2024-02-06		14
ASM3641729v1	GCF_036417295.1	GCA_036417295.1	Cryptococcus decagattii	1859122		7685027					Annotation submitted by Broad Institute	Complete Genome	2024-02-06		14
ASM5094760v1	GCA_050947605.1		Hanseniaspora guilliermondii	56406		AWRI5769_F8					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJD01	7
ASM5094762v1	GCA_050947625.1		Hanseniaspora opuntiae	211096		AWRI5769_E9					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJE01	7
ASM198439v2	GCA_001984395.2		Zygosaccharomyces parabailii	1365886		ATCC 60483					Annotation submitted by Wolfe Lab	Complete Genome	2017-03-16		17
UBRO_v3	GCA_900080155.1		Ustilago bromivora	307758		UB2112					Annotation submitted by Institute of Bioinformatics and Systems Biology	Complete Genome	2016-11-03		23
ASM3681044v1	GCA_036810445.1	GCF_036810445.1	Kwoniella europaea PYCC6329	1423913		PYCC6329					Annotation submitted by Broad Institute	Complete Genome	2024-02-22		3
ASM3681044v1	GCF_036810445.1	GCA_036810445.1	Kwoniella europaea PYCC6329	1423913		PYCC6329					Annotation submitted by Broad Institute	Complete Genome	2024-07-02		3
ASM22611v1	GCA_000226115.1	GCF_000226115.1	Thermothielavioides terrestris NRRL 8126	578455		NRRL 8126					Annotation submitted by DOE Joint Genome Institute	Complete Genome	2011-09-16		6
ASM22611v1	GCF_000226115.1	GCA_000226115.1	Thermothielavioides terrestris NRRL 8126	578455		NRRL 8126					Annotation submitted by DOE Joint Genome Institute	Complete Genome	2011-09-16		6
ASM4652978v1	GCA_046529785.1		Rhynchosporium graminicola	2792576		WAI453					Annotation submitted by Australian National University	Complete Genome	2025-01-07		20
ASM1956561v1	GCA_019565615.1		Trichoderma simmonsii	1491479		GH-Sj1					Annotation submitted by National Marine Biodiversity Institute of Korea	Complete Genome	2021-08-11		7
ASM1336875v1	GCA_013368755.1	GCF_013368755.1	Talaromyces rugulosus	121627		W13939					Annotation submitted by Xi'an Jiaotong University	Complete Genome	2020-06-23		6
ASM1336875v1	GCF_013368755.1	GCA_013368755.1	Talaromyces rugulosus	121627		W13939					Annotation submitted by Xi'an Jiaotong University	Complete Genome	2020-06-23		6
ASM2090651v1	GCA_020906515.1	GCF_020906515.1	Vanrija pseudolonga	143232					DUCC4014		Annotation submitted by Dankook University	Complete Genome	2021-11-21		8
ASM2090651v1	GCF_020906515.1	GCA_020906515.1	Vanrija pseudolonga	143232					DUCC4014		Annotation submitted by Dankook University	Complete Genome	2021-11-21		8
ASM159280v2	GCA_001592805.2		Peltaster fructicola	286661		LNHT1506					Annotation submitted by Northwest A&F University	Complete Genome	2020-04-14		5
AlKewell	GCA_016097375.2		Ascochyta lentis	205686		Kewell					Annotation submitted by Curtin University	Complete Genome	2025-03-24		23
PVVCY_v1	GCA_900681995.1	GCF_900681995.1	Plasmodium vinckei vinckei	54757							Annotation submitted by KAUST	Chromosome	2019-01-30		14
PVVCY_v1	GCF_900681995.1	GCA_900681995.1	Plasmodium vinckei vinckei	54757							Annotation submitted by KAUST	Chromosome	2019-01-30		14
ASM1340291v1	GCA_013402915.1	GCF_013402915.1	Zygotorulaspora mrakii	42260		NRRL Y-6702					Annotation submitted by University College Dublin	Complete Genome	2020-07-12		8
ASM1340291v1	GCF_013402915.1	GCA_013402915.1	Zygotorulaspora mrakii	42260		NRRL Y-6702					Annotation submitted by University College Dublin	Complete Genome	2020-07-12		8
ASM3663032v1	GCA_036630325.1	GCF_036630325.1	Vairimorpha necatrix	6039					Illinois isolate		Annotation submitted by Umea University	Complete Genome	2024-02-15		12
ASM3663032v1	GCF_036630325.1	GCA_036630325.1	Vairimorpha necatrix	6039					Illinois isolate		Annotation submitted by Umea University	Complete Genome	2024-05-23		12
Version 1	GCA_038396805.1		Chloropicon roscoffensis	1461544		RCC1871					Annotation submitted by Universite Laval	Complete Genome	2024-04-20		19
MOUN0	GCA_964275045.1		Monosporozyma unispora	27294							Annotation submitted by Genoscope	Complete Genome	2024-10-10		15
ASM1730175v1	GCA_017301755.1		Pneumocystis wakefieldiae	38082					2A		Annotation submitted by National Institutes Of Health	Complete Genome	2021-03-08		17
ASM5293502v1	GCA_052935025.1		Puccinellia chinampoensis	428215					YW-2025		Annotation submitted by Jilin Academy of Agricultu	Complete Genome	2025-10-01	JBRAXL01	9
ASM2004594v2	GCA_020045945.2		Trichoderma semiorbis	1491008		FJ059					Annotation submitted by Hainan University	Complete Genome	2021-09-24	JAIMJC01	7
DD_AS111_GENOME	GCA_965644035.1		Discula destructiva	148313					AS111		Annotation submitted by University of Tennessee Knoxville	Complete Genome	2025-11-07		8
ASM2621074v1	GCA_026210745.1		Exobasidium rhododendri	63378		CBS101457					Annotation submitted by Hebei University	Complete Genome	2022-11-16		3
ASM5113262v1	GCA_051132625.1		Hypoxylon texense	2594544		DSM 107933					Annotation submitted by Bielefeld University	Complete Genome	2025-06-28		9
ASM5114858v1	GCA_051148585.1		Colletotrichum jinshuiense	2283408					EsH8		Annotation submitted by Hubei Academy of Agricultural Sciences	Complete Genome	2024-04-09		15
ASM2411488v1	GCA_024114885.1		Septoria linicola	215465		SE15195					Annotation submitted by INRAE	Complete Genome	2022-07-01		16
ASM5094705v1	GCA_050947055.1		Auxenochlorella protothecoides x Auxenochlorella symbiontica	3385098					UTEX 250-A		Annotation submitted by UC Berkeley	Complete Genome	2025-06-17	JBMYHL01	12
ASM3561040v1	GCA_035610405.1	GCF_035610405.1	Australozyma saopauloensis	291208		19XY460					Annotation submitted by Peking Union Medical College Hospital	Complete Genome	2024-01-12		8
ASM3561040v1	GCF_035610405.1	GCA_035610405.1	Australozyma saopauloensis	291208		19XY460					Annotation submitted by Peking Union Medical College Hospital	Complete Genome	2024-01-12		8
CAAN4	GCA_963924405.1		[Candida] anglica	148631		29B2s-10					Annotation submitted by Genoscope CEA	Complete Genome	2024-03-09		8
ASM3380759v1	GCA_033807595.1		Acrodontium crateriforme	150365					169a		Annotation submitted by Academia Sinica	Complete Genome	2023-11-20		14
ASM5094765v1	GCA_050947655.1		Hanseniaspora osmophila	56408		AWRI865					Annotation submitted by The Australian Wine Research Institute	Complete Genome	2025-06-17	JBMVJF01	7
ASM41222v2	GCA_000412225.2		[Ashbya] aceris (nom. inval.)	566037							Annotation submitted by Duke University, Molecular Genetics and Microbiology	Complete Genome	2014-06-05		7
ASM4025685v1	GCA_040256855.1		Hanseniaspora menglaensis	3081051		CBS 16921					Annotation submitted by Conway Institute, University College Dublin	Complete Genome	2024-06-20		7
ASM2954286v1	GCA_029542865.1		Malassezia equina	1381935		CBS 12830					Annotation submitted by Duke University	Complete Genome	2023-04-03		8
jamPalA1	GCA_976943345.1		Jaminaea pallidilutea	2878321		CBS 14684					Annotation submitted by Comenius University, Faculty of Mathematics, Physics and Informatics	Complete Genome	2025-10-05		16
Version 1	GCA_049488355.1		Pseudoscourfieldia marina	41886		K-0017					Annotation submitted by Universite Laval	Complete Genome	2025-04-11		45
Sai_col_YB2330_v1	GCA_051599425.1		Saitoella coloradoensis	1099800		NRRL_YB-2330					Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Complete Genome	2025-07-19		38
ASM1011175v1	GCA_010111755.1	GCF_010111755.1	Nakaseomyces glabratus	5478		ATCC 2001					Annotation submitted by Johns Hopkins Medical Institution	Chromosome	2020-02-03		13
ASM1011175v1	GCF_010111755.1	GCA_010111755.1	Nakaseomyces glabratus	5478		ATCC 2001					Annotation submitted by Johns Hopkins Medical Institution	Chromosome	2020-02-03		13
ASM644v2	GCA_000006445.2	GCF_000006445.2	Debaryomyces hansenii CBS767	284592		CBS767					Annotation submitted by Genolevures Consortium	Chromosome	2008-09-16		7
ASM644v2	GCF_000006445.2	GCA_000006445.2	Debaryomyces hansenii CBS767	284592		CBS767					Annotation submitted by Genolevures Consortium	Chromosome	2008-09-16		7
ASM2636v1	GCA_000026365.1	GCF_000026365.1	Zygosaccharomyces rouxii	4956		CBS 732					Annotation submitted by Genolevures Consortium	Chromosome	2009-06-05		7
ASM2636v1	GCF_000026365.1	GCA_000026365.1	Zygosaccharomyces rouxii	4956		CBS 732					Annotation submitted by Genolevures Consortium	Chromosome	2009-06-05		7
ASM207905v1	GCA_002079055.1	GCF_002079055.1	Saccharomyces paradoxus	27291		CBS432					Annotation submitted by SC	Chromosome	2017-03-21		16
ASM207905v1	GCF_002079055.1	GCA_002079055.1	Saccharomyces paradoxus	27291		CBS432					Annotation submitted by SC	Chromosome	2017-03-21		16
ASM23734v1	GCA_000237345.1	GCF_000237345.1	Naumovozyma castellii	27288		type strain:CBS 4309					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	Chromosome	2011-08-01		10
ASM23734v1	GCF_000237345.1	GCA_000237345.1	Naumovozyma castellii	27288		type strain:CBS 4309					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	Chromosome	2011-08-01		10
ASM24337v1	GCA_000243375.1	GCF_000243375.1	Torulaspora delbrueckii	4950		type strain:CBS 1146					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-12-08		8
ASM24337v1	GCF_000243375.1	GCA_000243375.1	Torulaspora delbrueckii	4950		type strain:CBS 1146					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-12-08		8
ASM14280v1	GCA_000142805.1	GCF_000142805.1	Lachancea thermotolerans CBS 6340	559295		CBS 6340					Annotation submitted by Génolevures Consortium	Chromosome	2009-06-05		8
ASM14280v1	GCF_000142805.1	GCA_000142805.1	Lachancea thermotolerans CBS 6340	559295		CBS 6340					Annotation submitted by Génolevures Consortium	Chromosome	2009-06-05		8
C. deuterogattii_R265_chr	GCA_002954075.1	GCF_002954075.1	Cryptococcus deuterogattii R265	294750					R265		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Chromosome	2018-02-27		14
C. deuterogattii_R265_chr	GCF_002954075.1	GCA_002954075.1	Cryptococcus deuterogattii R265	294750					R265		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Chromosome	2018-02-27		14
Ka_CBS2517	GCA_000304475.1	GCF_000304475.1	Kazachstania africana CBS 2517	1071382		type strain:CBS 2517					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-01-17		12
Ka_CBS2517	GCF_000304475.1	GCA_000304475.1	Kazachstania africana CBS 2517	1071382		type strain:CBS 2517					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-01-17		12
PGRAM_IIB_1.0	GCA_005498985.1	GCF_005498985.1	Sporisorium graminicola	280036		CBS 10092					Annotation submitted by University of Liverpool, Institute of Integrative Biology	Chromosome	2019-06-06	SRRM01	22
PGRAM_IIB_1.0	GCF_005498985.1	GCA_005498985.1	Sporisorium graminicola	280036		CBS 10092					Annotation submitted by University of Liverpool, Institute of Integrative Biology	Chromosome	2019-06-06	SRRM01	22
ASM31591v1	GCA_000315915.1	GCF_000315915.1	Henningerozyma blattae CBS 6284	1071380		type strain:CBS 6284					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-05-11		10
ASM31591v1	GCF_000315915.1	GCA_000315915.1	Henningerozyma blattae CBS 6284	1071380		type strain:CBS 6284					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-05-11		10
ASM34898v1	GCA_000348985.1	GCF_000348985.1	Huiozyma naganishii CBS 8797	1071383		type strain:CBS 8797					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-09-05		13
ASM34898v1	GCF_000348985.1	GCA_000348985.1	Huiozyma naganishii CBS 8797	1071383		type strain:CBS 8797					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-09-05		13
ASM22711v2	GCA_000227115.2	GCF_000227115.2	Naumovozyma dairenensis CBS 421	1071378		type strain:CBS 421					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-08-20		11
ASM22711v2	GCF_000227115.2	GCA_000227115.2	Naumovozyma dairenensis CBS 421	1071378		type strain:CBS 421					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-08-20		11
