"","hit_id","query_id","hit_eval","hit_bitscore","hit_description"
"1028","XP_047283410.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1029","XP_047283411.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1030","XP_047283412.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1031","XP_047283413.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1032","XP_047283415.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1033","XP_047283417.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1034","XP_047283418.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1035","XP_047283403.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1036","XP_047283416.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1037","XP_047283407.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1038","XP_047283404.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1039","XP_047283414.1","Mass_AKT_Aligned",0.032,22,"serine/threonine-protein kinase 33 iso"
"1040","XP_047290154.1","Mass_AKT_Aligned",0.034,21.9,"3-phosphoinositide-dependent protein k"
"1041","XP_011511753.1","Mass_AKT_Aligned",0.12,20.1,"G protein-coupled receptor kinase 4 is"
"1042","XP_011511754.1","Mass_AKT_Aligned",0.12,20.1,"G protein-coupled receptor kinase 4 is"
"1043","NP_004841.2","Mass_AKT_Aligned",0.15,19.8,"rho-associated protein kinase 2 isofor"
"1044","XP_005246247.1","Mass_AKT_Aligned",0.15,19.8,"rho-associated protein kinase 2 isofor"
"1045","XP_016860867.1","Mass_AKT_Aligned",0.15,19.8,"rho-associated protein kinase 2 isofor"
"1046","NP_001248745.1","Mass_AKT_Aligned",0.21,19.3,"3-phosphoinositide-dependent protein k"
"1047","NP_002604.1","Mass_AKT_Aligned",0.21,19.3,"3-phosphoinositide-dependent protein k"
"1048","XP_011511756.1","Mass_AKT_Aligned",5.6,14.6,"G protein-coupled receptor kinase 4 is"
"1049","NP_593737.2","Mass_AKT_Aligned",1.4e-90,310.8,"protein kinase C (PKC)-like Pck1 [Schi"
"1050","NP_595950.1","Mass_AKT_Aligned",2.1e-90,310.2,"protein kinase C (PKC)-like Pck2 [Schi"
"1051","NP_594840.1","Mass_AKT_Aligned",1.9e-77,267.2,"serine/threonine protein kinase S6K fa"
"1052","NP_588010.1","Mass_AKT_Aligned",3.1e-77,266.5,"serine/threonine protein kinase (AGC f"
"1053","NP_593754.1","Mass_AKT_Aligned",4.1e-77,266.1,"serine/threonine protein kinase S6K fa"
"1054","NP_595159.1","Mass_AKT_Aligned",2.2e-44,157.4,"cAMP-dependent protein kinase catalyti"
"1055","NP_587830.1","Mass_AKT_Aligned",2.1e-39,140.8,"serine/threonine protein kinase S6K fa"
"1056","NP_593065.1","Mass_AKT_Aligned",4.7e-24,89.8,"serine/threonine protein kinase Ppk14"
"1057","NP_596726.1","Mass_AKT_Aligned",2.8e-23,87.2,"serine/threonine protein kinase Ppk22"
"1058","NP_593165.1","Mass_AKT_Aligned",9e-12,49,"serine/threonine protein kinase Orb6 ["
"1059","NP_588283.1","Mass_AKT_Aligned",2.2e-08,37.7,"protein kinase Mug27/Slk1 [Schizosacch"
"1060","NP_592848.1","Mass_AKT_Aligned",0.0047,20,"serine/threonine protein kinase (NDR f"
"1061","NP_001018270.2","Mass_AKT_Aligned",7.7,9.4,"serine/threonine protein kinase Ppk18"
"1062","NP_009445.2","Mass_AKT_Aligned",3.3e-81,279.9,"protein kinase C [Saccharomyces cerevi"
"1063","NP_012075.1","Mass_AKT_Aligned",3e-79,273.4,"serine/threonine protein kinase SCH9 ["
"1064","NP_012796.1","Mass_AKT_Aligned",1.2e-78,271.5,"serine/threonine protein kinase YPK1 ["
"1065","NP_013822.1","Mass_AKT_Aligned",5.7e-75,259.2,"putative protein kinase YPK2 [Saccharo"
"1066","NP_012755.1","Mass_AKT_Aligned",3.7e-33,120.3,"cAMP-dependent protein kinase catalyti"
"1067","NP_010015.3","Mass_AKT_Aligned",1.5e-31,115,"putative serine/threonine protein kina"
"1068","NP_012371.2","Mass_AKT_Aligned",4.1e-31,113.5,"cAMP-dependent protein kinase catalyti"
"1069","NP_015121.1","Mass_AKT_Aligned",4.1e-30,110.2,"cAMP-dependent protein kinase catalyti"
"1070","NP_014445.1","Mass_AKT_Aligned",2.6e-29,107.5,"serine/threonine protein kinase FPK1 ["
"1071","NP_014238.3","Mass_AKT_Aligned",1.2e-16,65.5,"serine/threonine protein kinase CBK1 ["
"1072","NP_009584.1","Mass_AKT_Aligned",6.5e-11,46.4,"putative protein kinase YPK3 [Saccharo"
"1073","NP_014541.1","Mass_AKT_Aligned",0.096,15.9,"serine/threonine protein kinase PKH2 ["
"1074","NP_001014431.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1075","NP_001014432.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1076","NP_001369359.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1077","NP_001369360.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1078","NP_001369361.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1079","NP_001369362.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1080","NP_005154.2","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1081","XP_054231528.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1082","XP_054231529.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1083","XP_054231531.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1084","XP_054231532.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1085","XP_054231533.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1086","XP_054231530.1","Mass_AKT_Aligned",0,1307.3,"RAC-alpha serine/threonine-protein kin"
"1087","NP_001357003.1","Mass_AKT_Aligned",0,1117.5,"RAC-gamma serine/threonine-protein kin"
"1088","NP_005456.1","Mass_AKT_Aligned",0,1117.5,"RAC-gamma serine/threonine-protein kin"
"1089","XP_054189659.1","Mass_AKT_Aligned",0,1117.5,"RAC-gamma serine/threonine-protein kin"
"1090","NP_001617.1","Mass_AKT_Aligned",0,1108.7,"RAC-beta serine/threonine-protein kina"
"1091","NP_001193658.1","Mass_AKT_Aligned",0,1050.3,"RAC-gamma serine/threonine-protein kin"
"1092","NP_859029.1","Mass_AKT_Aligned",0,1050.3,"RAC-gamma serine/threonine-protein kin"
"1093","XP_054189661.1","Mass_AKT_Aligned",7.9e-280,944.2,"RAC-gamma serine/threonine-protein kin"
"1094","XP_054189662.1","Mass_AKT_Aligned",7.9e-280,944.2,"RAC-gamma serine/threonine-protein kin"
"1095","XP_054189663.1","Mass_AKT_Aligned",7.9e-280,944.2,"RAC-gamma serine/threonine-protein kin"
"1096","NP_001229956.1","Mass_AKT_Aligned",9.2e-277,934,"RAC-beta serine/threonine-protein kina"
"1097","NP_001229957.1","Mass_AKT_Aligned",9.2e-277,934,"RAC-beta serine/threonine-protein kina"
"1098","XP_054189660.1","Mass_AKT_Aligned",8.1e-274,924.2,"RAC-gamma serine/threonine-protein kin"
"1099","NP_001317440.1","Mass_AKT_Aligned",6.8e-268,904.5,"RAC-beta serine/threonine-protein kina"
"1100","NP_001137148.1","Mass_AKT_Aligned",1.6e-94,328.5,"serine/threonine-protein kinase Sgk1 i"
"1101","NP_001137149.1","Mass_AKT_Aligned",2.6e-93,324.6,"serine/threonine-protein kinase Sgk1 i"
"1102","NP_001137150.1","Mass_AKT_Aligned",4.8e-91,317,"serine/threonine-protein kinase Sgk1 i"
"1103","NP_001307636.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1104","NP_001307638.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1105","NP_001307637.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1106","NP_006247.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1107","XP_054193640.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1108","XP_054193639.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1109","XP_054193638.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1110","XP_054193637.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1111","XP_054193636.1","Mass_AKT_Aligned",5.9e-91,316.7,"serine/threonine-protein kinase N2 iso"
"1112","NP_006246.2","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type [Homo sapien"
"1113","XP_054232364.1","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type isoform X4 ["
"1114","XP_054232365.1","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type isoform X4 ["
"1115","XP_054232361.1","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type isoform X1 ["
"1116","XP_054232363.1","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type isoform X3 ["
"1117","XP_054232362.1","Mass_AKT_Aligned",6.6e-91,316.6,"protein kinase C eta type isoform X2 ["
"1118","NP_005391.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type [Homo sa"
"1119","XP_054198948.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1120","XP_054198949.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1121","XP_054198950.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1122","XP_054198951.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1123","XP_054198952.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1124","XP_054198953.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1125","XP_054198954.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1126","XP_054198956.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1127","XP_054198957.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1128","XP_054198958.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1129","XP_054198959.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1130","XP_054198960.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1131","XP_054198961.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1132","XP_054198962.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1133","XP_054198947.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1134","XP_054198955.1","Mass_AKT_Aligned",1.4e-90,315.5,"protein kinase C epsilon type isoform"
"1135","XP_054189664.1","Mass_AKT_Aligned",6.6e-90,313.3,"RAC-gamma serine/threonine-protein kin"
"1136","NP_001028750.1","Mass_AKT_Aligned",5.4e-89,310.2,"serine/threonine-protein kinase Sgk3 i"
"1137","NP_001191102.1","Mass_AKT_Aligned",5.4e-89,310.2,"serine/threonine-protein kinase Sgk3 ["
"1138","NP_037389.4","Mass_AKT_Aligned",5.4e-89,310.2,"serine/threonine-protein kinase Sgk3 i"
"1139","NP_997700.1","Mass_AKT_Aligned",3.7e-88,307.4,"protein kinase C beta type isoform 1 ["
"1140","XP_054172618.1","Mass_AKT_Aligned",9.9e-87,302.7,"protein kinase C alpha type isoform X3"
"1141","XP_054172619.1","Mass_AKT_Aligned",9.9e-87,302.7,"protein kinase C alpha type isoform X3"
"1142","XP_054172617.1","Mass_AKT_Aligned",9.9e-87,302.7,"protein kinase C alpha type isoform X2"
"1143","XP_054172620.1","Mass_AKT_Aligned",9.9e-87,302.7,"protein kinase C alpha type isoform X4"
"1144","NP_002728.2","Mass_AKT_Aligned",1.3e-86,302.3,"protein kinase C alpha type [Homo sapi"
"1145","XP_054198965.1","Mass_AKT_Aligned",2.8e-86,301.2,"protein kinase C epsilon type isoform"
"1146","NP_005618.2","Mass_AKT_Aligned",1.4e-85,298.9,"serine/threonine-protein kinase Sgk1 i"
"1147","NP_002731.4","Mass_AKT_Aligned",2.8e-84,294.5,"protein kinase C iota type [Homo sapie"
"1148","NP_002729.2","Mass_AKT_Aligned",2.2e-83,291.6,"protein kinase C beta type isoform 2 ["
"1149","XP_054169447.1","Mass_AKT_Aligned",2.2e-83,291.6,"protein kinase C beta type isoform X1"
"1150","XP_054203229.1","Mass_AKT_Aligned",7.1e-83,289.9,"protein kinase C iota type isoform X2"
"1151","XP_054198966.1","Mass_AKT_Aligned",1.4e-82,288.9,"protein kinase C epsilon type isoform"
"1152","NP_002732.3","Mass_AKT_Aligned",7.4e-82,286.5,"serine/threonine-protein kinase N1 iso"
"1153","NP_998725.1","Mass_AKT_Aligned",7.4e-82,286.5,"serine/threonine-protein kinase N1 iso"
"1154","XP_054193663.1","Mass_AKT_Aligned",6.4e-80,280.1,"protein kinase C zeta type isoform X9"
"1155","NP_001229803.1","Mass_AKT_Aligned",3.1e-79,277.8,"protein kinase C zeta type isoform 3 ["
"1156","NP_002735.3","Mass_AKT_Aligned",4.2e-79,277.4,"protein kinase C zeta type isoform 1 ["
"1157","XP_054193660.1","Mass_AKT_Aligned",4.2e-79,277.4,"protein kinase C zeta type isoform X6"
"1158","XP_054193658.1","Mass_AKT_Aligned",4.2e-79,277.4,"protein kinase C zeta type isoform X4"
"1159","NP_001269573.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform 3"
"1160","NP_001269574.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform 4"
"1161","NP_001310195.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform 4"
"1162","NP_001310194.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform 1"
"1163","NP_006248.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform 1"
"1164","XP_054222269.1","Mass_AKT_Aligned",8.4e-76,266.4,"protein kinase C theta type isoform X1"
"1165","XP_054193656.1","Mass_AKT_Aligned",6.4e-75,263.5,"protein kinase C zeta type isoform X2"
"1166","XP_054172616.1","Mass_AKT_Aligned",3.3e-74,261.1,"protein kinase C alpha type isoform X1"
"1167","NP_001303256.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform c"
"1168","NP_001341605.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform a"
"1169","NP_001341608.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform c"
"1170","NP_001341607.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform b"
"1171","NP_001341609.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform c"
"1172","NP_006245.2","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform c"
"1173","NP_997704.1","Mass_AKT_Aligned",2e-72,255.1,"protein kinase C delta type isoform c"
"1174","NP_001303258.1","Mass_AKT_Aligned",2.7e-70,248.1,"protein kinase C gamma type isoform 1"
"1175","NP_002730.1","Mass_AKT_Aligned",2.7e-70,248.1,"protein kinase C gamma type isoform 2"
"1176","XP_054177413.1","Mass_AKT_Aligned",2.7e-70,248.1,"protein kinase C gamma type isoform X1"
"1177","NP_037487.2","Mass_AKT_Aligned",4.1e-68,240.9,"serine/threonine-protein kinase N3 iso"
"1178","XP_054218798.1","Mass_AKT_Aligned",4.1e-68,240.9,"serine/threonine-protein kinase N3 iso"
"1179","XP_054218799.1","Mass_AKT_Aligned",4.1e-68,240.9,"serine/threonine-protein kinase N3 iso"
"1180","XP_054218801.1","Mass_AKT_Aligned",4.1e-68,240.9,"serine/threonine-protein kinase N3 iso"
"1181","NP_001258972.1","Mass_AKT_Aligned",3.8e-63,224.3,"ribosomal protein S6 kinase beta-1 iso"
"1182","NP_003152.1","Mass_AKT_Aligned",3.8e-63,224.3,"ribosomal protein S6 kinase beta-1 iso"
"1183","XP_054193662.1","Mass_AKT_Aligned",1.3e-62,222.6,"protein kinase C zeta type isoform X8"
"1184","XP_054193657.1","Mass_AKT_Aligned",1.5e-62,222.4,"protein kinase C zeta type isoform X3"
"1185","NP_001186193.1","Mass_AKT_Aligned",8.8e-62,219.8,"serine/threonine-protein kinase Sgk2 ["
"1186","NP_057360.3","Mass_AKT_Aligned",8.8e-62,219.8,"serine/threonine-protein kinase Sgk2 ["
"1187","NP_733794.1","Mass_AKT_Aligned",8.8e-62,219.8,"serine/threonine-protein kinase Sgk2 ["
"1188","NP_733827.2","Mass_AKT_Aligned",3.1e-59,211.4,"serine/threonine-protein kinase Sgk3 i"
"1189","XP_054193655.1","Mass_AKT_Aligned",2.3e-58,208.5,"protein kinase C zeta type isoform X1"
"1190","XP_054193659.1","Mass_AKT_Aligned",2.3e-58,208.5,"protein kinase C zeta type isoform X5"
"1191","XP_054212163.1","Mass_AKT_Aligned",7.4e-58,206.8,"ribosomal protein S6 kinase alpha-2 is"
"1192","XP_054193661.1","Mass_AKT_Aligned",1.1e-57,206.2,"protein kinase C zeta type isoform X7"
"1193","XP_054189665.1","Mass_AKT_Aligned",1.2e-57,206,"RAC-gamma serine/threonine-protein kin"
"1194","NP_001310196.1","Mass_AKT_Aligned",3.3e-57,204.6,"protein kinase C theta type isoform 5"
"1195","XP_054222270.1","Mass_AKT_Aligned",3.3e-57,204.6,"protein kinase C theta type isoform X2"
"1196","NP_001028753.1","Mass_AKT_Aligned",5.2e-57,204,"protein kinase C zeta type isoform 2 ["
"1197","NP_001028754.1","Mass_AKT_Aligned",5.2e-57,204,"protein kinase C zeta type isoform 2 ["
"1198","XP_054193674.1","Mass_AKT_Aligned",5.2e-57,204,"protein kinase C zeta type isoform X15"
"1199","NP_001258989.1","Mass_AKT_Aligned",1.7e-55,198.9,"ribosomal protein S6 kinase beta-1 iso"
"1200","NP_001305865.2","Mass_AKT_Aligned",6.3e-55,197,"ribosomal protein S6 kinase alpha-2 is"
"1201","NP_003943.2","Mass_AKT_Aligned",4.5e-54,194.2,"ribosomal protein S6 kinase beta-2 [Ho"
"1202","NP_001337732.1","Mass_AKT_Aligned",7.5e-53,190.1,"protein kinase C zeta type isoform 4 ["
"1203","NP_001337733.1","Mass_AKT_Aligned",7.5e-53,190.1,"protein kinase C zeta type isoform 4 ["
"1204","XP_054193668.1","Mass_AKT_Aligned",7.5e-53,190.1,"protein kinase C zeta type isoform X11"
"1205","NP_001356598.1","Mass_AKT_Aligned",1.7e-52,189,"ribosomal protein S6 kinase beta-1 iso"
"1206","XP_054182821.1","Mass_AKT_Aligned",6.8e-50,180.3,"ribosomal protein S6 kinase alpha-6 is"
"1207","XP_054182822.1","Mass_AKT_Aligned",6.8e-50,180.3,"ribosomal protein S6 kinase alpha-6 is"
"1208","XP_054182823.1","Mass_AKT_Aligned",6.8e-50,180.3,"ribosomal protein S6 kinase alpha-6 is"
"1209","NP_001006933.3","Mass_AKT_Aligned",8.6e-50,180,"ribosomal protein S6 kinase alpha-2 is"
"1210","NP_001258971.1","Mass_AKT_Aligned",1.9e-49,178.9,"ribosomal protein S6 kinase beta-1 iso"
"1211","NP_004577.1","Mass_AKT_Aligned",1.9e-49,178.9,"ribosomal protein S6 kinase alpha-3 is"
"1212","XP_054183499.1","Mass_AKT_Aligned",1.9e-49,178.9,"ribosomal protein S6 kinase alpha-3 is"
"1213","XP_054183500.1","Mass_AKT_Aligned",1.9e-49,178.9,"ribosomal protein S6 kinase alpha-3 is"
"1214","XP_054183501.1","Mass_AKT_Aligned",1.9e-49,178.9,"ribosomal protein S6 kinase alpha-3 is"
"1215","NP_001006666.1","Mass_AKT_Aligned",7.1e-49,176.9,"ribosomal protein S6 kinase alpha-1 is"
"1216","XP_054194065.1","Mass_AKT_Aligned",7.1e-49,176.9,"ribosomal protein S6 kinase alpha-1 is"
"1217","NP_001278924.1","Mass_AKT_Aligned",2.5e-48,175.1,"serine/threonine-protein kinase Sgk1 i"
"1218","NP_066958.2","Mass_AKT_Aligned",5.3e-48,174.1,"ribosomal protein S6 kinase alpha-2 is"
"1219","NP_001291278.1","Mass_AKT_Aligned",2.6e-46,168.4,"cAMP-dependent protein kinase catalyti"
"1220","XP_054212164.1","Mass_AKT_Aligned",1.3e-45,166.1,"ribosomal protein S6 kinase alpha-2 is"
"1221","NP_002944.2","Mass_AKT_Aligned",1.5e-45,165.9,"ribosomal protein S6 kinase alpha-1 is"
"1222","XP_054183498.1","Mass_AKT_Aligned",2.1e-45,165.4,"ribosomal protein S6 kinase alpha-3 is"
"1223","XP_054183497.1","Mass_AKT_Aligned",2.1e-45,165.4,"ribosomal protein S6 kinase alpha-3 is"
"1224","NP_001258973.1","Mass_AKT_Aligned",4.2e-45,164.4,"ribosomal protein S6 kinase beta-1 iso"
"1225","NP_001317441.1","Mass_AKT_Aligned",2e-44,162.1,"ribosomal protein S6 kinase alpha-6 is"
"1226","XP_054182824.1","Mass_AKT_Aligned",2e-44,162.1,"ribosomal protein S6 kinase alpha-6 is"
"1227","NP_891993.1","Mass_AKT_Aligned",6.2e-44,160.5,"cAMP-dependent protein kinase catalyti"
"1228","NP_055311.1","Mass_AKT_Aligned",9.3e-44,159.9,"ribosomal protein S6 kinase alpha-6 is"
"1229","NP_001317370.1","Mass_AKT_Aligned",3.7e-42,154.6,"ribosomal protein S6 kinase alpha-1 is"
"1230","XP_054191329.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1231","XP_054191330.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1232","XP_054191332.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1233","XP_054191328.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1234","XP_054191327.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1235","XP_054191331.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1236","XP_054191333.1","Mass_AKT_Aligned",3.8e-42,154.6,"microtubule-associated serine/threonin"
"1237","XP_054172845.1","Mass_AKT_Aligned",1.2e-41,153,"ribosomal protein S6 kinase beta-1 iso"
"1238","XP_054212165.1","Mass_AKT_Aligned",2.6e-41,151.8,"ribosomal protein S6 kinase alpha-2 is"
"1239","XP_054193671.1","Mass_AKT_Aligned",1.8e-40,149,"protein kinase C zeta type isoform X14"
"1240","XP_054193673.1","Mass_AKT_Aligned",1.8e-40,149,"protein kinase C zeta type isoform X14"
"1241","XP_054193672.1","Mass_AKT_Aligned",1.8e-40,149,"protein kinase C zeta type isoform X14"
"1242","NP_001380434.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1243","NP_001380450.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1244","NP_001380446.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1245","NP_001380449.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1246","NP_001380436.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1247","NP_001380445.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1248","NP_001380448.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1249","NP_001380442.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1250","NP_001380447.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1251","NP_055831.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1252","XP_054176278.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1253","XP_054176276.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1254","XP_054176282.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1255","XP_054176271.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1256","XP_054176281.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1257","XP_054176275.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1258","XP_054176270.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1259","XP_054176279.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1260","XP_054176277.1","Mass_AKT_Aligned",2.7e-40,148.5,"microtubule-associated serine/threonin"
"1261","NP_001380441.1","Mass_AKT_Aligned",5.2e-40,147.5,"microtubule-associated serine/threonin"
"1262","NP_001311249.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1263","NP_001311250.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1264","NP_055927.2","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1265","XP_054191305.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1266","XP_054191314.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1267","XP_054191316.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1268","XP_054191321.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1269","XP_054191323.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1270","XP_054191324.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1271","XP_054191309.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1272","XP_054191311.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1273","XP_054191318.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1274","XP_054191322.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1275","XP_054191310.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1276","XP_054191307.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1277","XP_054191313.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1278","XP_054191326.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1279","XP_054191319.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
"1280","XP_054191325.1","Mass_AKT_Aligned",5.5e-40,147.4,"microtubule-associated serine/threonin"
